UUID,QUOTE_TRANSCRIPTION,ANCHOR,HISTORY,TYPE,SourceOfLocation,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,COMMENTS,Author,AuthorBorn,AuthorDies,Textwriting,Certainty,source,TextTitle,TextWritingPlaceName,TextwritinglocationLAT,TextwritinglocationLONG,sourcefortextlocation,,,,catergory
a4a276c9-e71c-47d9-beab-d8425623e102,Aquitaine,char-offset:5115,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",ASSIGNED,,Bordeaux most important city in Aquitaine,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108986,,,
f6dbfe74-5b8c-4785-af5e-f4dff689b565,Aquitaine,char-offset:6588,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138249,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",ASSIGNED,,Bordeaux most important city in Aquitaine,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109008,,,
a6d5e550-6a10-414b-8f5f-3002f31a1723,Aquitaine,char-offset:7248,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138250,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",ASSIGNED,,Bordeaux most important city in Aquitaine,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109016,,,
e5710c5b-13e2-4003-b16a-abae9de06267,Arcadius,char-offset:2035,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
3535e7ca-687e-4232-9f78-8f9d33cee959,Arcadius,char-offset:2165,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
418a5328-348a-4083-b1f4-d2d9bd0b895f,Arelate,char-offset:4752,HISTORICAL,PLACE,http://pleiades.stoa.org/places/148217,"Theline/Col. Arelate/Constantina|ThÃ©Ã¢tre antique, Arles|Col. Arelate/Theline/Constantina, Arles|ArÃ¨nes d'Arles|Arles",43.676389,4.629722,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108981,,,
86a9dd8a-29de-48f0-8617-a46ffdb994f6,Arians,char-offset:371,RELIGIOUS,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
da74d46a-dbd3-4aec-88c8-5addea2d96d4,Arles,char-offset:4695,HISTORICAL,PLACE,http://sws.geonames.org/3036938,"Theline/Col. Arelate/Constantina|ThÃ©Ã¢tre antique, Arles|Col. Arelate/Theline/Constantina, Arles|ArÃ¨nes d'Arles|Arles",43.676389,4.629722,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108980,,,
5b284f36-d8d8-43bf-aa46-e3181e67bdce,Arles,char-offset:4304,HISTORICAL,PLACE,http://pleiades.stoa.org/places/148217,"Theline/Col. Arelate/Constantina|ThÃ©Ã¢tre antique, Arles|Col. Arelate/Theline/Constantina, Arles|ArÃ¨nes d'Arles|Arles",43.676389,4.629722,settlement,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
143649c9-8182-486e-9eb1-d029cd6a7ea8,Athens,char-offset:5493,HISTORICAL,PLACE,http://pleiades.stoa.org/places/579885,"Athenae|Athenae, AthÃ_na",37.971687,23.726464,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108995,,,
d629ed18-0b4f-402b-8e96-a5e1ef1ac749,Athens,char-offset:5524,HISTORICAL,PLACE,http://pleiades.stoa.org/places/579885,"Athenae|Athenae, AthÃ_na",37.971687,23.726464,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108996,,,
72ad47a7-e2e1-4513-8672-bc650557adfe,Attila,char-offset:13019,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
eefc710b-b236-4d8e-bf53-27a0249df6fb,Attila,char-offset:13131,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
9811345d-1784-404d-86e6-710abed8a877,Augustus,char-offset:798,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Augustus with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
283d1dd8-84ff-4c7f-8b65-415adfc57fda,Augustus,char-offset:1346,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423026,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Augustus with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
5d2d73cf-3ad5-4b4b-96b1-de081d981427,Augustus,char-offset:2250,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423027,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Augustus with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
1d60bc9a-e3c8-4018-98b7-e3899f30bce4,Augustus,char-offset:3509,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423028,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Augustus with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
30e5d7f3-84f6-4cff-a7bb-f099bc8ce3a3,Augustus,char-offset:12154,HISTORICAL,PERSON,http://pleiades.stoa.org/places/423029,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",ASSIGNED,,Logical to link Augustus with Rome,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
2f7ac3bc-5f4a-4ca6-8d45-ecab9f45a527,Ausonius,char-offset:1,HISTORICAL,PERSON,http://pleiades.stoa.org/places/108894,"Col. Augusta Treverorum|Porta Alba, Alt-Heiligkreuz|Lenus Mars, Am Irminenwingert, Trier|RÃ¶merlager Petrisberg, Trier|Amphitheater, Gartenfeld|Tempelbezirk im Altbachtal, Trier|Asclepius-Tempel, Altstadt|RÃ¶mischer Circus, Trier|Barbarathermen, Barbara|Porta Nigra, Altstadt|Col. Augusta Treverorum, Trier|Unnamed Roman bridge at Trier|RÃ¶merbrÃ_cke, Trier-West|Tempel am HerrenbrÃ_nnchen, Neu-Heiligkreuz|Porta Media, Matthias|Porta Inclyta, Trier-West|Konstantinbasilika, Altstadt|Kaiserthermen, Altstadt|Thermen am Viehmarkt, Altstadt|Trier",49.74204083,6.640479755,,VERIFIED,Author,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108894,,,
513e95fc-e91d-484b-af03-accccd9f7540,Ausonius,char-offset:39,HISTORICAL,PERSON,http://pleiades.stoa.org/places/108894,"Col. Augusta Treverorum|Porta Alba, Alt-Heiligkreuz|Lenus Mars, Am Irminenwingert, Trier|RÃ¶merlager Petrisberg, Trier|Amphitheater, Gartenfeld|Tempelbezirk im Altbachtal, Trier|Asclepius-Tempel, Altstadt|RÃ¶mischer Circus, Trier|Barbarathermen, Barbara|Porta Nigra, Altstadt|Col. Augusta Treverorum, Trier|Unnamed Roman bridge at Trier|RÃ¶merbrÃ_cke, Trier-West|Tempel am HerrenbrÃ_nnchen, Neu-Heiligkreuz|Porta Media, Matthias|Porta Inclyta, Trier-West|Konstantinbasilika, Altstadt|Kaiserthermen, Altstadt|Thermen am Viehmarkt, Altstadt|Trier",49.74204083,6.640479755,,VERIFIED,Author,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108895,,,
69a1fb5a-4325-4739-a6aa-9d508838a937,barbarous nations,char-offset:4102,HISTORICAL,PLACE,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
05c5a68f-4f69-422c-9b4e-b9dcbd91940b,Belcae,char-offset:7289,HISTORICAL,PERSON,,,,,,,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108937,,,
2a4f10ed-46c1-4621-843b-20d471dadbf2,Blaedla,char-offset:13007,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
953a6e8b-9c00-42c4-9b03-59b01ce65e9d,Blaedla,char-offset:13075,HISTORICAL,PERSON,,,,,,,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
e2815c81-34de-46fd-b3e7-aabba13f5b7f,Bordeaux,char-offset:8027,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109023,,,
3fa8a3cf-6d18-4199-8f0f-0ce284b31daa,Bordeaux,char-offset:8472,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109026,,,
1a36d718-f1ab-4f58-a6e1-0ab6bdacc88d,Bordeaux,char-offset:10288,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109031,,,
3c07517d-aacb-4821-b07b-f1d9d4b2bdbd,Bordeaux,char-offset:10420,HISTORICAL,PLACE,http://pleiades.stoa.org/places/138248,"Burdigala|Mithraeum, Bordeaux|Burdigala, Bordeaux|Piliers de Tutelle, Bordeaux|Bordeaux",44.834764,-0.573687,"amphitheatre,settlement",VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/109033,,,
d54f9958-0ac4-4e71-b12f-df4a20b3e604,Braga,char-offset:5440,HISTORICAL,PLACE,http://pleiades.stoa.org/places/236377,"Bracara Augusta|Bracara Augusta, Braga",41.55001,-8.427013,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108924,,,
8022141f-74b5-4e31-a087-4ae60b877e41,Braga,char-offset:5206,HISTORICAL,PLACE,http://pleiades.stoa.org/places/236377,"Bracara Augusta|Bracara Augusta, Braga",41.55001,-8.427013,settlement,VERIFIED,,,Ausonius,310,395,389,rough,loeb,On the Order of Cities,Treves,49.74204083,6.640479755,Loebintro not certain,http://pleiades.stoa.org/places/108990,,,
4ee1b388-eda0-481c-898e-ed02d0b53669,Britain,char-offset:37,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981513,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
ddf7b4a4-1122-475d-a1dc-5fa55991da0f,Britain,char-offset:293,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981513,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
938f6a08-32a9-4026-8da7-457b8fa4eea7,Britain,char-offset:674,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981514,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
7a5965f8-b6d6-4643-8a38-5ffdb8b1096b,Britain,char-offset:1510,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981515,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
c7147a80-35c9-4dad-8797-29324c8be4e9,Britain,char-offset:3310,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981516,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
c9760818-42a7-4592-b338-a45492bb8e3c,Britain,char-offset:4558,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981517,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
920fdf4d-9261-4069-b638-8fc2a8b322b7,Britain,char-offset:4933,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981518,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
4c21533f-7e6f-46d8-81d9-3cd14503db4e,Britain,char-offset:4978,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981519,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
17d387c7-285e-43a6-80be-d687e4fe0667,Britain,char-offset:5306,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981520,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
b5de5c50-6dc1-4e0b-9ab9-4a1e4b9a9600,Britain,char-offset:5924,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981521,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
5c66b9cd-512d-4857-8ade-039a7e5e8122,Britain,char-offset:6142,HISTORICAL,PLACE,http://pleiades.stoa.org/places/981522,Britannia (province),52.5,-2.5,province,VERIFIED,,,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
d50318bd-70f0-4238-921f-fec376682e8e,Britains,char-offset:3832,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981523,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
0eaa50a2-d7ce-445f-aeef-eae4890f8837,Britons,char-offset:3144,HISTORICAL,PERSON,http://pleiades.stoa.org/places/981524,Britannia (province),52.5,-2.5,province,ASSIGNED,,there's a question as to whether Bede's britons are confined to Britannia,Bede,672,735,731,pretty good,https://www.bl.uk/collection-items/bedes-ecclesiastical-history,Ecclesiastical History of the English Nation,Jarrow,54.98029,-1.48275,centre of jarrow currently according to googlemaps,,,,
